@relation LibReaderClassificationProblem

@attribute bookname string
@attribute author string
@attribute publisher string
@attribute topic string
@attribute categorycode string
@attribute acquirecode string
@attribute lang string
@attribute Class {人文科学,自然科学,社会科学,科学技术,其他}

@data
经济学简明教程,张薪泽,上海华东理工大学出版社2006,经济学,F0,F0/Z316.99-1,chi,社会科学
岩松看日本,'白岩松,',北京华艺出版社2007,访问记,I253,I253/B149.7-1,chi,人文科学
假如给我三天光明,'凯勒,',北京中国盲文出版社2004,'凯勒,',H319.4:K837,H319.4:K837/K145,chi,人文科学
身边的心理学,张德胜,上海上海科学技术文献出版社2003,青少年心理学,B844.2-49,B844.2-49/Z316.27,chi,人文科学
微博力,伊斯雷尔,北京中国人民大学出版社2010,互联网络,G206.2,G206.2/Y474.1,chi,社会科学
传播效果研究,段鹏,北京中国传媒大学出版社2008,传播学,G206,G206/D956.0-2,chi,社会科学
中国地名的故事,张壮年,济南山东画报出版社2006,地名,K92-49,K92-49/Z316.95,chi,人文科学
'昌明国粹, 融化新知',汤一介,北京北京大学出版社2012,'汤用彤,',K825.4=72,K825.4=72/T169.4,chi,人文科学
胡适影集,孙郁,济南山东画报出版社1999,胡适,K825.4=72,K825.4=72/S859.0,chi,人文科学
我以为你死了,纳尔逊,北京中国友谊出版公司2010,长篇小说,I712.45,I712.45/N126.1,chi,人文科学
报纸的良知,'弗林特,',北京中国人民大学出版社2005,新闻学,G210,G210/F854,chi,社会科学
'幽默人生 林语堂小品',何乃安,广州花城出版社1991.8,null,I266,I266/L459.7/12,chi,人文科学
一个美国大兵亲历的越南战争,'穆尔,',长春吉林人民出版社2001,纪实文学,I712.55,I712.55/M726,chi,人文科学
福尔摩斯先生收,罗伯逊,null,null,null,null,null,自然科学
布衣人生,朱明德,北京北京出版社2004,随笔,I267,I267/Z385.2,chi,人文科学
白宫秘闻,赵珍平,null,null,null,null,null,自然科学
白宫内幕,'奥尔德里奇(Aldrich, G.)',南京江苏人民出版社1998,政治,D771.2,D771.2/A726,chi,社会科学
世界新闻传播史,'陈力丹,',上海上海交通大学出版社2002,新闻事业史,G219.19,G219.19/C325.52,chi,社会科学
帝国落日,袁伟时,null,null,null,null,null,自然科学
灵之舞,邓晓芒,null,null,null,null,null,自然科学
千万别把我当人,'王朔,',天津天津人民出版社2007,长篇小说,I247.57,I247.57/W167.0-11,chi,人文科学
社会分工论,涂尔干,北京三联书店2000,社会分工,C913.9,C913.9/T826,chi,社会科学
白轮船,艾特玛托夫,北京人民文学出版社1999,中篇小说,I364.45,I364.45/A472/1,chi,人文科学
美的历程,李泽厚,天津天津社会科学院出版社2001,美学史,B83-092,B83-092/L493/1,chi,人文科学
当代广播电视新闻学,张骏德,上海复旦大学出版社2001,广播电视,G220,G220/Z316.42,chi,社会科学
社会学概论新修,'郑杭生,',null,null,null,null,null,自然科学
新闻编辑学,蔡雯,北京中国人民大学出版社2010,新闻编辑,G213,G213/C148.0-3,chi,社会科学
季羡林散文选集,'季羡林,',天津百花文艺出版社2009,散文,I267,I267/J495-47,chi,人文科学
林徽因传,张清平,天津百花文艺出版社2007,'林徽因,',K826.16,K826.16/Z316.66-1,chi,人文科学
塑造完美形象,'萨巴思,',长沙湖南科学技术出版社2001,商务,F718,F718/S111,chi,社会科学
红与黑,斯丹达尔,南京译林出版社1993.7,null,I565.44,I565.44/S471/4,chi,人文科学
有憾无悔,'季羡林,',北京中国工人出版社2010,'季羡林,',K825.6=7,K825.6=7/J495-2,chi,人文科学
于丹《论语》心得,于丹,北京中华书局2006,论语,B222.25-49,B222.25-49/Y820,chi,人文科学
人气,凤凰卫视《鲁豫有约》栏目组,null,null,null,null,null,自然科学
亡国帝王的惨痛,吴振清,济南山东文艺出版社1991.8,null,K827,K827/W896,chi,人文科学
智者·鲁豫有约,凤凰卫视《鲁豫有约》栏目,北京中国友谊出版公司2008,名人,K820.7,K820.7/F387.59-2,chi,人文科学
九故事,塞林杰,北京人民文学出版社2007,短篇小说,I712.45,I712.45/S145.6-1,chi,人文科学
汤姆·索耶历险记,马克·吐温,南京译林出版社2001,'儿童文学 - 长篇小说',I712.44,I712.44/T882/2,chi,人文科学
苦行记,张明林,重庆西南师范大学出版社1994.10,长篇小说,I712.44,I712.44/T882/13,chi,人文科学
阿Q正传,'鲁迅,',北京人民文学出版社2009,鲁迅小说,I210.6,I210.6/L890-26,chi,人文科学
司马迁,金璐璐,null,null,null,null,null,自然科学
中国历史宫殿故宫之迷,洪钊,null,null,null,null,null,自然科学
像小强一样活着,不K拉,北京世界知识出版社2007,长篇小说,I247.57,I247.57/B845,chi,人文科学
秘密,连谏,上海汉语大词典出版社2005,长篇小说,I247.5,I247.5/L415.40-1,chi,人文科学
中国当代微型小说精华,微型小说选刊社,北京人民文学出版社2003,小小说,I247.8,I247.8/W997.91,chi,人文科学
造就未来领袖,陈光,null,null,null,null,null,自然科学
汪伪特工总部“76”号内幕,张殿兴,北京东方出版社2009,'汪伪政府 (1938)',D693.65,D693.65/Z316.29,chi,社会科学
美军伊拉克战场大解密,陈海涛,南京凤凰出版社2012,'美伊战争 (2003)',D815.4,D815.4/C325.37,chi,社会科学
世界史,吴于廑,null,null,null,null,null,自然科学
1949年以前的大公报,王芝琛,济南山东画报出版社2002,大公报,G219.296,G219.296/W169.1,chi,社会科学
深圳传媒三十年,吴予敏,北京商务印书馆2010,传播媒介,G219.276.53,G219.276.53/W895,chi,社会科学
新闻实践与政治控制,'田中初,',济南山东人民出版社2005,新闻,G219.20,G219.20/T415.91,chi,社会科学
冰点故事,李大同,桂林广西师范大学出版社2005,冰点,G219.25,G219.25/L427,chi,社会科学
现代礼仪,赵景卓,null,null,null,null,null,自然科学
未惬集,'许嘉璐,',贵阳贵州人民出版社2005,中华文化,G12-53,G12-53/X845,chi,社会科学
交往行为理论,'哈伯马斯,',上海上海人民出版社2004,哲学思想,B516.59,B516.59/H112/1,chi,人文科学
日常生活中的自我呈现,'戈夫曼,',北京北京大学出版社2008,人间交往,C912.6,C912.6/G228,chi,社会科学
传媒竞争法则与工具,张立伟,北京清华大学出版社2007,传播媒介,G206.2,G206.2/Z316.58,chi,社会科学
数字绘图的光照与渲染技术,比尔恩,北京清华大学出版社2008,计算机图形学,TP391.41,TP391.41/B426,chi,科学技术
流光显影,谢波德,北京人民邮电出版社2008,数字照相机,TP391.41,TP391.41/X421,chi,科学技术
帝国的终结,'易中天,',上海复旦大学出版社2007,政治制度,D691.2,D691.2/Y497,chi,社会科学
网络新闻传播学,董天策,null,null,null,null,null,自然科学
网络新闻传播概论,雷跃捷,北京北京广播学院出版社2001,互连网络,G210.7,G210.7/L249.4,chi,社会科学
网络新闻学,克雷格,北京中国时代经济出版社2010,互联网络,G210.7,G210.7/K252,chi,社会科学
数字化时代的新闻理论与实践,陈绚,null,null,null,null,null,自然科学
网络新闻传播实务,柳泽花,武汉华中科技大学出版社2002,互连网络,G210.7,G210.7/L489.31,chi,社会科学
深度报道原理,杜骏飞,北京新华出版社2001,新闻报道,G212,G212/D842,chi,社会科学
世界名报头版设计创意解读,刘海涛,北京中国广播电视出版社2007,报纸,G213,G213/L483.7,chi,社会科学
报纸编辑,'叶春华,',福州福建人民出版社2003,报纸编辑,G213,G213/Y213,chi,社会科学
当代报纸电脑编辑基础,岳山,合肥合肥工业大学出版社2008,计算机应用,G213-43,G213-43/Y827.0,chi,社会科学
闲说中国人,余秋雨,北京新世界出版社2009,中华民族,C955.2-49,C955.2-49/Y869,chi,社会科学
低层次需求,'申晓纪,',上海学林出版社2004,中华民族,C955.2,C955.2/S325.94,chi,社会科学
论媒介经济与传媒集团化发展,郑保卫,北京中国人民大学出版社2003,传播媒介,G206.2-53,G206.2-53/Z326.18,chi,社会科学
斗智,何新,北京群众出版社1990,null,D526,D526/F151,chi,社会科学
情人,迪拉斯,上海上海译文出版社1997,中篇小说,I565.45,I565.45/D451-19,chi,人文科学
全球新闻传播史,李彬,null,null,null,null,null,自然科学
茶花女,亚历山大.小仲马,北京外语教学与研究出版社1998.6,英语,H319.51,H319.51/X417,chi,人文科学
霍金的宇宙,费尔津,海口海南出版社2009,宇宙学,P159,P159/F242,chi,自然科学
趣味天文学,'别莱利曼,',北京中国青年出版社2010,天文学,P1-49,P1-49/B425,chi,自然科学
进化中的宇宙,陶同,null,null,null,null,null,自然科学
宇宙的起源与归宿,霍金,null,null,null,null,null,自然科学
清朝那些事儿,东篱子,北京中国华侨出版社2006,古代史,K249.09,K249.09/D765.9,chi,人文科学
透过细节看清朝,袁野,北京金城出版社2007,古代史,K249,K249/Y959.0,chi,人文科学
正说清朝十二后妃,'徐广源,',北京中华书局2005,后妃,K828.5=49,K828.5=49/X839,chi,人文科学
中国近代社会史,邵雍,合肥合肥工业大学出版社2008.02,社会发展史,K25,null,chi,人文科学
熊猫史诗,方敏,重庆重庆出版社2008,大熊猫,Q959.83-49,null,chi,自然科学
夏史与夏代文明,詹子庆,上海上海科学技术文献出版社2007,古代史,K222.07,K222.07/Z315.96,chi,人文科学
读史举要,'苏渊雷,',北京中国人民大学出版社2007,史学,K207,K207/S895,chi,人文科学
'Intercultural competence :','Lustig, Myron W.',null,null,null,G115/L877.5-1,null,自然科学
零ZERRO,'松田行正,',北京中央编译出版社2011,图案,J51,J51/S767,chi,人文科学
美国音乐札记,亨托夫,南京江苏人民出版社2008,音乐,J605.712-53,J605.712-53/H267,chi,人文科学
从卡夫卡到昆德拉,'吴晓东,',北京三联书店2003,小说,I106.4,I106.4/W892,chi,人文科学
雅思口语高分精品词汇,卢峭梅,北京外语教学与研究出版社2007,英语,H313,H313/L865-1,chi,人文科学
新闻摄影,延百亮,null,null,null,null,null,自然科学
我的名字叫红,'帕穆克,',上海上海人民出版社2007,长篇小说,I374.45,I374.45/P158-6,chi,人文科学
'设计师生存手册InDesign CS3',布拉特纳,北京人民邮电出版社2009,排版,TS803.23-62,TS803.23-62/B851,chi,科学技术
'精讲Adobe InDesign样式',丛双龙,北京清华大学出版社2009,排版,TS803.23,TS803.23/C767.5-1,chi,科学技术
'InDesign CS3模板应用完全剖析',鲍威尔,北京人民邮电出版社2008,排版,TS803.23,TS803.23/B178,chi,科学技术
色谱与色彩管理,谢晓昱,null,null,null,null,null,自然科学
数码照片拍与修,李东谨,北京电子工业出版社2006,数字照相机,J41,J41/L424,chi,人文科学
古典的草根,刘宗迪,北京生活·读书·新知三联书店2010,传统文化,K203-53,K203-53/L489.2,chi,人文科学
列侬回忆,温纳,桂林广西师范大学出版社2006,伦农,K835.615.76,K835.615.76/W255,chi,人文科学
八月宁静,陈宁,上海上海书店出版社2008,随笔,I267.1,I267.1/C325.502,chi,人文科学
说谎的女人,马索,null,null,null,null,null,自然科学
电影撞新闻,张修智,上海上海书店出版社2009,电影,J905.1,J905.1/Z316.99,chi,人文科学
昂代斯玛先生的午后,迪拉斯,上海上海译文出版社2010,中篇小说,I565.45,I565.45/D451-8,chi,人文科学
摄影技艺,徐忠民,杭州浙江大学出版社2003,摄影技术,J41,J41/X895,chi,人文科学
亡灵记,贾晓伟,北京中国人民大学出版社2005,电影评论,J905.5,J905.5/J419.8,chi,人文科学
文艺复兴时期卢瓦尔河谷的城堡,克卢拉,上海上海人民出版社2007,社会生活,K565.3,K565.3/K258,chi,人文科学
呓语道破,杨志强,北京生活·读书·新知三联书店2010,散文集,I267,I267/Y169.61-1,chi,人文科学
置身于苦难与阳光之间,加缪,上海上海三联书店1997,散文,I565.65,I565.65/J415,chi,人文科学
'边城 湘行散记',沈从文,北京人民文学出版社2003,中篇小说,I216.2,I216.2/S325.18/2,chi,人文科学
插图本老残游记,'刘鄂,',济南齐鲁书社2002,古典小说,I242.4,I242.4/L482.0,chi,人文科学
我目光下的你,袁筱一,安徽黄山书社2009,散文集,I267,I267/Y959.9,chi,人文科学
无耻之徒,迪拉斯,上海上海译文出版社2006,长篇小说,I565.45,I565.45/D451-6,chi,人文科学
青春咖啡馆,莫迪亚诺,北京人民文学出版社2010,长篇小说,I565.45,I565.45/M724-4,chi,人文科学
马蒂斯的新娘,'比森特,',null,null,null,null,null,自然科学
分类摄影50讲,林路,上海上海人民美术出版社2010,摄影艺术,J41,J41/L455.0-1,chi,人文科学
劳儿的劫持,杜拉斯,沈阳春风文艺出版社2000,中篇小说,I565.45,I565.45/D861.5,chi,人文科学
从王熙凤到波托西,'江弱水,',null,null,null,null,null,自然科学
流浪的星星,克莱齐奥,广州花城出版社1998,长篇小说,I565.45,I565.45/K251.2/1,chi,人文科学
用吉他射击的人,巴里科,null,null,null,null,null,自然科学
城市,巴瑞科,null,null,null,null,null,自然科学
卡尔维诺文集,卡尔维诺,南京译林出版社2001,文学,I546.15,I546.15/K126,chi,人文科学
网络传播革命,蔡文之,上海上海人民出版社2011,计算机网络,G206.2,G206.2/C148.9,chi,社会科学
网络新闻写作与编辑实务,詹新惠,北京中国传媒大学出版社2011,互联网络,G210.7,G210.7/Z315.93,chi,社会科学
引爆流行,格拉德威尔,北京中信出版社2002,社会心理学,C912.6,C912.6/G251,chi,社会科学
以互联网为媒介的集体行动研究,蔡前,南昌江西人民出版社2009,计算机网络,C912.68,C912.68/C146.0,chi,社会科学
高级英语综合能力训练,颜静兰,上海上海交通大学出版社2008,英语,H319.6,H319.6/Y154.5,chieng,人文科学
综合模拟,刘绍龙,null,null,null,null,null,自然科学
通向蜘蛛巢的小径,卡尔维诺,南京译林出版社2006,中篇小说,I546.45,I546.45/K126-1,chi,人文科学
14天突破英语专业八级满分阅读,方振宇,北京中国宇航出版社2011,英语,H319.4,H319.4/F169.9-6,chieng,人文科学
不存在的骑士,卡尔维诺,null,null,null,null,null,自然科学
奥斯卡最佳动画短片分析,杨晓林,北京中国传媒大学出版社2010,动画片,J905.1,J905.1/Y169.5-1,chi,人文科学
国家公务员录用考试教材,徐颂陶,北京中国铁道出版社2003,公务员,D630.3,D630.3/X877/3,chi,社会科学
学生英语基础词汇双解考试词典,于溪滨,北京外文出版社2002,英语,H316,H316/Y891,chieng,人文科学
顾城哲思录,'顾城,',null,null,null,null,null,自然科学
老妇与猫,莱辛,null,null,null,null,null,自然科学
'谋杀, 我亲爱的华生',格林伯格,北京人民文学出版社2008,侦探小说,I712.45,I712.45/G254.1-5,chi,人文科学
优秀新闻作品选读,廖雪琴,null,null,null,null,null,自然科学
怎样做新闻翻译,刘洪潮,null,null,null,null,null,自然科学
苏童精选集,'苏童,',null,null,null,null,null,自然科学
黄霖说金瓶梅,'黄霖,',北京中华书局2005,金瓶梅,I207.419,I207.419/H965.0,chi,人文科学
垃圾筐电影院,岩井俊二,海口南海出版公司2011,随笔,I313.65,I313.65/Y154.3,chi,人文科学
社会学,波普诺,北京中国人民大学出版社2007,社会学,C91,C91/B768-1,chi,社会科学
社会学概论新修,郑杭生,北京中国人民大学出版社2003,社会学,C91,C91/Z326.37/1,chi,社会科学
同学少年都不贱,'张爱玲,',null,null,null,null,null,自然科学
查特莱夫人的情人,'劳伦斯,',null,null,null,null,null,自然科学
在北大没谈恋爱,赵民,北京中国社会出版社2003,随笔,I267,I267/Z317.502,chi,人文科学
'The media of mass communication /','Vivian, John.',null,null,null,G206.3/V484.4-2,null,自然科学
'The dynamics of mass communication','Dominick, Joseph R.',null,null,null,G206.3/D754.4,null,自然科学
村上春树,'黑古一夫,',北京中国广播电视出版社2008,'村上春树,',I313.065,I313.065/H243,chi,人文科学
数码摄影教程,孙晓白,上海上海人民美术出版社2008,数字照相机,J41,J41/S859.1,chi,人文科学
人像摄影手册,赫特尔,null,null,null,null,null,自然科学
病隙碎笔,'史铁生,',西安陕西师范大学出版社2002,散文,I267,I267/S347.7-1,chi,人文科学
萧红小说名篇,萧红,长春时代文艺出版社2000,长篇小说,I246.57,I246.57/X417.30,chi,人文科学
瓢儿和尚,'郁达夫,',null,null,null,null,null,自然科学
